smiles,score_QED,source_smiles,valid,pains_ok,SA_Score
Cn1cc(C#N)cc1C(=O)Nc1cccc(N2CCCC2=O)c1,0.9444989406210618,Cn1cc(Br)cc1C(=O)Nc1cccc(N2CCCC2=O)c1,True,True,2.368248175340696
Cn1cc(C#N)cc1C(=O)Nc1cccc(N2CCCC2=O)c1,0.9444989406210618,Cn1cc(Br)cc1C(=O)Nc1cccc(N2CCCC2=O)c1,True,True,2.368248175340696
CC[C@@H](C(=O)Nc1nc(C)cs1)n1c(C)cc(C)cc1=O,0.9443955091820594,CC[C@H](C(=O)Nc1nc(C)cs1)n1c(C)cc(C)nc1=O,True,True,2.9384114686794636
N#C[C@H](c1ccccc1)[C@@H]1CCCN1C(=O)c1cccnc1N,0.944377036314326,N#C[C@@H](c1ccccc1)[C@@H]1CCCN1C(=O)c1cccnc1Cl,True,True,3.2231782934947644
N#C[C@@H](c1ccccc1)[C@H]1CCCN1C(=O)c1cccnc1N,0.944377036314326,N#C[C@@H](c1ccccc1)[C@@H]1CCCN1C(=O)c1cccnc1Cl,True,True,3.2231782934947644
Cc1cc(C(=O)NCC[C@H]2Cc3ccccc3O2)cc(C)n1,0.9436024066948044,Cc1cc(C(=O)NCC[NH+]2Cc3ccccc3O[C@@H](c3ccccc3)C2)nc(C)n1,True,True,2.658169285248974
CN(Cc1ccccc1Cl)C(=O)c1ccc(C(N)=O)cc1,0.943540400122453,CN(CC1=C(c2ccccc2)NN(Cc2ccccc2Cl)C1)C(=O)c1ccc2[nH]cnc2c1,True,True,1.718872532899013
Cc1ccoc1C(=O)Nc1ccc(C(=O)N2CCOCC2)cc1,0.9434555895600965,Cc1ccoc1C(=O)Nc1ccc(C(=O)N2CCOCC2)c(Cl)c1,True,True,2.01718243031649
Cc1ccoc1C(=O)Nc1ccc(C(=O)N2CCOCC2)cc1,0.9434555895600965,Cc1ccoc1C(=O)Nc1ccc(C(=O)N2CCOCC2)c(Cl)c1,True,True,2.01718243031649
O=C(CN1CCC[C@H](c2ccc(F)cn2)C1)Nc1ccccc1,0.943449825640414,Cc1ccc(NC(=O)[C@H](c2ccccc2)[NH+]2CCN(Cc3cc(C)on3)CC2)cc1,True,True,2.468061213583205
Cc1cc(C(=O)N2CCC[C@@H](c3cn[nH]c3)C2)c(C)n1C(C)C,0.9433995539266504,Cc1cc(C(=O)N2CCC[C@@H](c3[nH]cc[nH+]3)C2)c(C)n1C(C)C,True,True,3.1003712092778084
CN1CCN(C(=O)c2cccc(-c3ccccc3)c2)[C@@](C)(CO)C1,0.9432568092810912,O=[N+]([O-])c1cccc(-c2ccc(C[NH+]3CCCC[C@H]3c3ncon3)s2)c1,True,True,2.8025331599772514
C[C@@H](Nc1ccc(C(=O)N(C)C)nn1)c1ccccc1Cl,0.9430987381108766,C[C@@H](Nc1ccc(C(=O)N(C)C)nn1)c1ccccc1Cl,True,True,2.669240060051793
C[C@@H](Nc1ccc(C(=O)N(C)C)nn1)c1ccccc1Cl,0.9430987381108766,C[C@@H](Nc1ccc(C(=O)N(C)C)nn1)c1ccccc1Cl,True,True,2.669240060051793
C[C@@H](Nc1ccc(C(=O)N(C)C)nn1)c1ccccc1Cl,0.9430987381108766,C[C@@H](Nc1ccc(C(=O)N(C)C)nn1)c1ccccc1Cl,True,True,2.669240060051793
Cc1conc1C(=O)N[C@@H](c1ccc(F)cc1)[C@H]1CCCO1,0.9430616677554056,O=C(N[C@H](c1ccc(F)cc1)[C@H]1CCCO1)c1ncoc1-c1ccco1,True,True,3.3615527867985975
Cc1ocnc1C(=O)N[C@@H](c1ccc(F)cc1)[C@@H]1CCCO1,0.9430616677554056,O=C(N[C@H](c1ccc(F)cc1)[C@H]1CCCO1)c1ncoc1-c1ccco1,True,True,3.2753945450403545
C[C@@H](NC(=O)c1cnc([C@@H]2CCCO2)s1)c1ccncc1,0.9430046613150876,C[C@@H](NC(=O)c1cnc([C@H]2CCCO2)s1)c1ccncc1,True,True,3.260652369085623
C[C@@H](NC(=O)c1cnc([C@@H]2CCCO2)s1)c1ccncc1,0.9430046613150876,C[C@@H](NC(=O)c1cnc([C@H]2CCCO2)s1)c1ccncc1,True,True,3.260652369085623
C[C@@H](NC(=O)c1cnc([C@@H]2CCCO2)s1)c1ccncc1,0.9430046613150876,C[C@@H](NC(=O)c1cnc([C@H]2CCCO2)s1)c1ccncc1,True,True,3.260652369085623
C[C@@H]1C[C@@](O)(Cc2nc(-c3ccccc3)cs2)CCO1,0.9425774102506662,C[C@H]1CC[C@](O)(Cc2nc(-c3ccccc3)cs2)C[C@@H]1C,True,True,3.2880041109449234
C[C@@H]1C[C@@](O)(Cc2nc(-c3ccccc3)cs2)CCO1,0.9425774102506662,C[C@H]1CC[C@](O)(Cc2nc(-c3ccccc3)cs2)C[C@@H]1C,True,True,3.2880041109449234
COc1ccc(Cc2ncccc2C2(N)CCOCC2)cc1,0.9425024810573556,COc1ccc(Cc2nccc(C3(c4ccccc4Cl)CC[NH2+]CC3)n2)cc1,True,True,2.4436365783406035
N#Cc1ccc(N2CCC(C(=O)NCc3ccco3)CC2)cc1,0.9424737575797844,O=C(NCc1ccco1)C1CCN(c2ccc(S(=O)(=O)N3CCOCC3)cc2)CC1,True,True,2.031330588128828
O=C1N(Cc2ccccc2Cl)CC[C@]1(O)Cc1ccncc1,0.942329656509718,O=C1N(Cc2ccccc2Cl)c2ccccc2[C@@]1(O)Cc1ccncc1,True,True,2.8767802742599606
O=C1N(Cc2ccccc2Cl)CC[C@]1(O)Cc1ccncc1,0.942329656509718,O=C1N(Cc2ccccc2Cl)c2ccccc2[C@@]1(O)Cc1ccncc1,True,True,2.8767802742599606
O=C1N(Cc2ccccc2Cl)CC[C@]1(O)Cc1ccncc1,0.942329656509718,O=C1N(Cc2ccccc2Cl)c2ccccc2[C@@]1(O)Cc1ccncc1,True,True,2.8767802742599606
Cc1ccccc1C(=O)NC[C@@H]1CCCN(c2ncccn2)C1,0.9420883802812954,CC(C)(C)c1ccccc1C(=O)NC[C@H]1CCCN(c2ncccn2)C1,True,True,2.4641367589333765
Cc1ccccc1C(=O)NC[C@H]1CCCN(c2ncccn2)C1,0.9420883802812954,CC(C)(C)c1ccccc1C(=O)NC[C@H]1CCCN(c2ncccn2)C1,True,True,2.4641367589333765
Cc1ccccc1C(=O)NC[C@@H]1CCCN(c2ncccn2)C1,0.9420883802812954,CC(C)(C)c1ccccc1C(=O)NC[C@H]1CCCN(c2ncccn2)C1,True,True,2.4641367589333765
C[C@@H]1CCN([C@@H](C)c2nc(-c3cccs3)no2)C[C@H]1O,0.9420370558255454,C[C@H]1CC[NH+]([C@@H](C)c2nc(-c3cccs3)no2)C[C@@H]1O,True,True,3.5356045283232724
Cc1cc(C(=O)N2CC(C(=O)Nc3ccc(Cl)cc3)C2)no1,0.9418921704828038,Cc1cc(C(=O)N2CC(C(=O)Nc3ccc(Br)cc3)C2)no1,True,True,2.043495110024084
Cc1nc(NC(=O)[C@H]2CC(=O)N(C)[C@H]2c2ccccc2)sc1C,0.94159371507925,Cc1nc(NC(=O)[C@@H]2OCC(=O)N(C)[C@H]2c2ccccc2)sc1C,True,True,3.032813673739521
CCS[C@@H]1CCCCN(C(=O)Cc2cccc3[nH]ncc23)C1,0.9415555892717108,CCS[C@@H]1CCCC[NH+](Cc2cccc3cn[nH]c23)C1,True,True,3.033223543490731
Cc1nn(CC(C)C)c(Cl)c1C(=O)Nc1cccnc1,0.9414951484880972,Cc1nn(CC(C)C)c(Cl)c1/C=C/C(=O)Nc1cccnc1,True,True,2.185388522664164
Cc1nn(CC(C)C)c(Cl)c1C(=O)Nc1cccnc1,0.9414951484880972,Cc1nn(CC(C)C)c(Cl)c1/C=C/C(=O)Nc1cccnc1,True,True,2.185388522664164
Cc1nn(CC(C)C)c(Cl)c1C(=O)Nc1cccnc1,0.9414951484880972,Cc1nn(CC(C)C)c(Cl)c1/C=C/C(=O)Nc1cccnc1,True,True,2.185388522664164
Cc1nn(C)c(Cn2ccc([C@@H](O)C3CCC3)c2)c1Cl,0.9412807009737616,Cc1nn(C)c(Cn2ccc([C@@H](O)C3CC3)c2)c1Cl,True,True,3.357650474702405
N#Cc1cccc(CNC(=O)c2ccccc2N2CCCC2=O)c1,0.9411921052739954,N#Cc1cccc(CNC(=O)Nc2ccccc2N2CCCC2=O)c1,True,True,2.02772778726761
N#Cc1cccc(CNC(=O)c2ccccc2N2CCCC2=O)c1,0.9411921052739954,N#Cc1cccc(CNC(=O)Nc2ccccc2N2CCCC2=O)c1,True,True,2.02772778726761
NCCN(C(=O)c1ccc(F)cc1Cl)c1ccccc1,0.9411090085013236,O=C(Cl)n1cc(F)c([O-])nc1=O,True,True,1.9871520591277019
O=C(c1cc(COc2ccccc2)[nH]n1)N1CCCCCCC1,0.940937700062368,O=C(c1cc(COc2ccccc2)[nH]n1)N1CCCCCCC1,True,True,2.054577782023607
O=C(c1cc(COc2ccccc2)[nH]n1)N1CCCCCCC1,0.940937700062368,O=C(c1cc(COc2ccccc2)[nH]n1)N1CCCCCCC1,True,True,2.054577782023607
O=C(c1cc(COc2ccccc2)[nH]n1)N1CCCCCCC1,0.940937700062368,O=C(c1cc(COc2ccccc2)[nH]n1)N1CCCCCCC1,True,True,2.054577782023607
C[C@@H](c1nc(-c2cccs2)no1)[C@H](C)N1CCC(O)CC1,0.9407753558684816,C[C@H]1CC[NH+]([C@@H](C)c2nc(-c3cccs3)no2)C[C@@H]1O,True,True,3.402239203890163
C[C@@H]1OCC[C@H]1C(=O)Nc1ccc(-c2ccncc2)cc1,0.940716197517924,C[C@H]1OCC[C@@H]1C(=O)Nc1ccc(-c2ncc[nH]2)cc1,True,True,2.8776405153655737
C[C@@H]1OCC[C@H]1C(=O)Nc1ccc(-c2ccncc2)cc1,0.940716197517924,C[C@H]1OCC[C@@H]1C(=O)Nc1ccc(-c2ncc[nH]2)cc1,True,True,2.8776405153655737
C[C@H]1OCC[C@H]1C(=O)Nc1ccc(-c2ccncc2)cc1,0.940716197517924,C[C@H]1OCC[C@@H]1C(=O)Nc1ccc(-c2ncc[nH]2)cc1,True,True,2.8776405153655737
Cc1ccc(CN)c(N2CCC(Cc3ccccc3)CC2)n1,0.9406998166425214,COc1cccc(-c2nc(N3CCC(Cc4ccccc4)CC3)nc3nn(C)c(N)c23)c1,True,True,2.0950358571867564
O=C(c1cnn(C2CCC2)c1)N1CCC[C@H]1c1cc[nH]n1,0.9406573736098214,Cn1cc(C(=O)N2CCC[C@@H]2c2cc[nH]n2)cn1,True,True,3.4713529965217687
O=C(c1cnn(C2CCC2)c1)N1CCC[C@@H]1c1cc[nH]n1,0.9406573736098214,Cn1cc(C(=O)N2CCC[C@@H]2c2cc[nH]n2)cn1,True,True,3.4713529965217687
O=C(c1cnn(C2CCC2)c1)N1CCC[C@@H]1c1cc[nH]n1,0.9406573736098214,Cn1cc(C(=O)N2CCC[C@@H]2c2cc[nH]n2)cn1,True,True,3.4713529965217687
Cc1ccc(CNC(=O)CN2C(=O)CSc3ccccc32)o1,0.9402740592816116,Cc1ccc(CN2C(=O)/C(=C/C(=O)NCc3ccco3)Sc3ccccc32)cc1,True,True,2.239815664879064
Cc1nn(C)c(Cn2cc([C@@H](O)C3CC3)ccc2=O)c1Cl,0.9400269445958808,Cc1nn(C)c(Cn2ccc([C@@H](O)C3CC3)c2)c1Cl,True,True,3.1445977034972756
C[C@]1(C(=O)O)c2ccccc2CCN1Cc1ccccc1,0.939752059494472,CC(C)(O)[C@@]1(C)c2ccccc2CCN1Cc1ccccc1,True,True,2.69989592212076
O=C(NC1CCCC1)c1ccc2nc(N3CCOCC3)sc2c1,0.9395417633953008,O=C(Nc1ccc2nc(N3CCOCC3)sc2c1)C(=O)NC1CCCCC1,True,True,2.110886831797364
Cc1ncc(C(=O)NCC[C@H]2Cc3ccccc3O2)c(C)n1,0.9395398180841344,Cc1cc(C(=O)NCC[NH+]2Cc3ccccc3O[C@@H](c3ccccc3)C2)nc(C)n1,True,True,2.740244010523698
O=C(CCc1cccc(F)c1)Nc1ccc2c(c1)OCO2,0.9394835061069438,O=C(CCc1cccc(F)c1)Oc1ccc2c(c1)OCO2,True,True,1.7901250832316649
O=C(CCc1cccc(F)c1)Nc1ccc2c(c1)OCO2,0.9394835061069438,O=C(CCc1cccc(F)c1)Oc1ccc2c(c1)OCO2,True,True,1.7901250832316649
O=C(CCc1cccc(F)c1)Nc1ccc2c(c1)OCO2,0.9394835061069438,O=C(CCc1cccc(F)c1)Oc1ccc2c(c1)OCO2,True,True,1.7901250832316649
CC[C@@H](C(=O)Nc1nc(C)cs1)n1c(C)cc(C)nc1=O,0.9392724332130472,CC[C@H](C(=O)Nc1nc(C)cs1)n1c(C)cc(C)nc1=O,True,True,2.9471515496511227
CC[C@H](C(=O)Nc1nc(C)cs1)n1c(C)nc(C)cc1=O,0.9392724332130472,CC[C@H](C(=O)Nc1nc(C)cs1)n1c(C)cc(C)nc1=O,True,True,3.0091701731329046
CC(C)(Oc1ccc(C#N)cc1)C(=O)Nc1ccc(C#N)cc1,0.9392329871198069,CC(C)(Oc1ccc(C#N)cc1)C(=O)Nc1ccccc1,True,True,2.116171022973834
CC(C)(Oc1ccc(C#N)cc1)C(=O)Nc1ccc(C#N)cc1,0.9392329871198069,CC(C)(Oc1ccc(C#N)cc1)C(=O)Nc1ccccc1,True,True,2.116171022973834
CC(C)(Oc1ccc(C#N)cc1)C(=O)Nc1ccc(C#N)cc1,0.9392329871198069,CC(C)(Oc1ccc(C#N)cc1)C(=O)Nc1ccccc1,True,True,2.116171022973834
N#Cc1cccc(CNc2cccc(N3CCCC3=O)c2C#N)c1,0.9392136986803702,N#Cc1cccc(CNC(=O)Nc2ccccc2N2CCCC2=O)c1,True,True,2.3460950113478773
CCN1CCN(c2ncnc(Nc3ccccc3)c2Cl)CC1,0.9387884127512642,O=[N+]([O-])c1c(Nc2ccncc2)ncnc1N1CCN(c2ccccc2)CC1,True,True,2.176539943725219
COc1ccccc1-c1noc(C[C@@]2(O)CCCC[C@H]2C)n1,0.9387588992782506,O=[N+]([O-])c1cccc(-c2ccc(C[NH+]3CCCC[C@H]3c3ncon3)s2)c1,True,True,3.1497000395458503
N#Cc1ccc(Nc2ccc(CN3CCOCC3)cc2)nc1,0.9386045659335774,N#Cc1ccc(Nc2ccc(OCC3CCOCC3)cc2)nc1,True,True,2.046630102748887
Cc1nc(CC(=O)Nc2ccccc2OC(F)(F)F)cs1,0.9385603578683844,Cc1nc(CC(=O)Nc2ccccc2OC(F)F)cs1,True,True,2.0920216045170505
Cc1nc(CC(=O)Nc2ccccc2OC(F)(F)F)cs1,0.9385603578683844,Cc1nc(CC(=O)Nc2ccccc2OC(F)F)cs1,True,True,2.0920216045170505
Cc1nc(CC(=O)Nc2ccccc2OC(F)(F)F)cs1,0.9385603578683844,Cc1nc(CC(=O)Nc2ccccc2OC(F)F)cs1,True,True,2.0920216045170505
Cc1ocnc1C(=O)N[C@H](c1ccc(Cl)cc1)[C@@H]1CCCO1,0.9385408858762584,O=C(N[C@H](c1ccc(F)cc1)[C@H]1CCCO1)c1ncoc1-c1ccco1,True,True,3.26971981976563
O=S(=O)([C@@H]1CCOC1)N1CC=C(c2c[nH]c3ccccc23)CC1,0.9385135441310704,O=S(=O)(c1ccc2c(c1)OCCO2)N1CC=C(c2c[nH]c3ccccc23)CC1,True,True,3.217842843893192
O=S(=O)([C@H]1CCOC1)N1CC=C(c2c[nH]c3ccccc23)CC1,0.9385135441310704,O=S(=O)(c1ccc2c(c1)OCCO2)N1CC=C(c2c[nH]c3ccccc23)CC1,True,True,3.217842843893192
O=S(=O)(N[C@@H]1C[C@@H]1c1ccccc1F)c1ccc(F)cc1F,0.938392689043521,O=S(=O)(/N=C(\[O-])[C@@H]1C[C@H]1c1ccccc1F)c1ccc(F)cc1F,True,True,2.8986017149196552
O=S(=O)(N[C@@H]1C[C@@H]1c1ccccc1F)c1ccc(F)cc1F,0.938392689043521,O=S(=O)(/N=C(\[O-])[C@@H]1C[C@H]1c1ccccc1F)c1ccc(F)cc1F,True,True,2.8986017149196552
O=C(NCC1CCCCC1)c1ccc(-n2cncn2)cc1,0.9383867305973556,O=C(NCC1CCOCC1)c1cc(COc2ccc(-n3cncn3)cc2)on1,True,True,1.9946483350723696
Cl/C=C\CNc1cc(Br)c2nccn2c1,0.9382200302508976,Clc1ccn2ccnc2c1Br,True,True,3.2985746214872798
COc1ccc(S(C)(=O)=O)cc1C(=O)Nc1ccc(F)cc1,0.9380754047747576,COc1ccc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)cc1,True,True,1.6768225879559857
COc1ccc(S(C)(=O)=O)cc1C(=O)Nc1ccc(F)cc1,0.9380754047747576,COc1ccc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)cc1,True,True,1.6768225879559857
COc1ccc(S(C)(=O)=O)cc1C(=O)Nc1ccc(F)cc1,0.9380754047747576,COc1ccc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)cc1,True,True,1.6768225879559857
O=S(=O)(c1ccc(O)cc1)c1nnc(C2CCCCC2)s1,0.937965227328442,O=[N+]([O-])c1ccc(S(=O)(=O)[N-]c2nnc(C3CCCCC3)s2)cc1,True,True,2.460276697355246
Brc1ccc(CN2CCC(c3ncc[nH]3)CC2)cc1,0.9377518346653012,Brc1ccc(-c2c[nH]c(C[NH+]3CCCC[C@H]3c3ncc[nH]3)n2)cc1,True,True,2.187147844623418
Brc1ccc([C@H]2CCCN(Cc3ncc[nH]3)C2)cc1,0.9377518346653012,Brc1ccc(-c2c[nH]c(C[NH+]3CCCC[C@H]3c3ncc[nH]3)n2)cc1,True,True,2.6855421243339848
Brc1ccc([C@H]2CCCN(Cc3ncc[nH]3)C2)cc1,0.9377518346653012,Brc1ccc(-c2c[nH]c(C[NH+]3CCCC[C@H]3c3ncc[nH]3)n2)cc1,True,True,2.6855421243339848
N#Cc1ccc(Nc2ccc(OC3CCOCC3)cc2)nc1,0.9374124037664912,N#Cc1ccc(Nc2ccc(OCC3CCOCC3)cc2)nc1,True,True,2.2447344814471126
COc1ccccc1NC(=O)C[C@H]1CC(=O)c2cc(C)ccc21,0.9365596285974036,COc1ccccc1N(C[C@@H]1C=c2cc(C)ccc2=[NH+]C1=O)C(=O)C(C)C,True,True,2.5344691160825423
CCCc1ccc(NC(=O)c2ccc3c(c2)OCCO3)cc1,0.9364868762291336,CCC[NH+](C)Cc1cc2c(cc1N)OCCO2,True,True,1.74598729949445
O=C(CN1CCCOc2ccccc21)NCc1ccco1,0.9357537042993976,O=C(CN1CCOc2ccccc21)NCc1ccco1,True,True,2.111480841275842
O=C(CN1CCCOc2ccccc21)NCc1ccco1,0.9357537042993976,O=C(CN1CCOc2ccccc21)NCc1ccco1,True,True,2.111480841275842
O=C(CN1CCCOc2ccccc21)NCc1ccco1,0.9357537042993976,O=C(CN1CCOc2ccccc21)NCc1ccco1,True,True,2.111480841275842
COc1ccc(Cc2noc(C3(N)CCCCC3)n2)cc1,0.9355648231476952,COc1ccc(Cc2nccc(C3(c4ccccc4Cl)CC[NH2+]CC3)n2)cc1,True,True,2.4055480340513373
COc1ccc(F)c(C(=O)NC2(c3noc(C)n3)CCC2)c1F,0.9351052179730964,CCOc1ccc(F)c(C(=O)NC2(c3noc(C)n3)CCC2)c1F,True,True,2.68100350923757
COc1ccc(F)c(C(=O)NC2(c3noc(C)n3)CCC2)c1F,0.9351052179730964,CCOc1ccc(F)c(C(=O)NC2(c3noc(C)n3)CCC2)c1F,True,True,2.68100350923757
COc1ccc(F)c(C(=O)NC2(c3noc(C)n3)CCC2)c1F,0.9351052179730964,CCOc1ccc(F)c(C(=O)NC2(c3noc(C)n3)CCC2)c1F,True,True,2.68100350923757
CC(=O)N1C=Cc2ccccc2[C@@H]1CC(=O)Nc1ccccc1F,0.9350809922770578,CC(=O)N1C=Cc2ccccc2[C@@H]1CC(=O)Nc1cccc(F)c1C,True,True,2.673169359072272
CC(=O)N1C=Cc2ccccc2[C@@H]1CC(=O)Nc1ccccc1F,0.9350809922770578,CC(=O)N1C=Cc2ccccc2[C@@H]1CC(=O)Nc1cccc(F)c1C,True,True,2.673169359072272
O=C(Nc1ccc2c(c1)CCC2)[C@@H]1CCCN1C(=O)c1ccccc1,0.934891144369483,O=C(Nc1ccc2c(c1)Cc1ccccc1-2)[C@@H]1CCCN1C(=O)c1ccccc1,True,True,2.3123591543035875
O=C(Nc1ccc2c(c1)CCC2)[C@@H]1CCCN1C(=O)c1ccccc1,0.934891144369483,O=C(Nc1ccc2c(c1)Cc1ccccc1-2)[C@@H]1CCCN1C(=O)c1ccccc1,True,True,2.3123591543035875
O=C(Nc1ccc2c(c1)CCC2)[C@@H]1CCCN1C(=O)c1ccccc1,0.934891144369483,O=C(Nc1ccc2c(c1)Cc1ccccc1-2)[C@@H]1CCCN1C(=O)c1ccccc1,True,True,2.3123591543035875
CS(=O)(=O)c1cccc(C(=O)Nc2nc3c(s2)CCCC3)c1,0.9347659091973984,CNS(=O)(=O)c1cccc(C(=O)Nc2nc3c(s2)CCCCC3)c1,True,True,2.1145290643827863
CS(=O)(=O)c1cccc(C(=O)Nc2nc3c(s2)CCCC3)c1,0.9347659091973984,CNS(=O)(=O)c1cccc(C(=O)Nc2nc3c(s2)CCCCC3)c1,True,True,2.1145290643827863
CS(=O)(=O)c1cccc(C(=O)Nc2nc3c(s2)CCCC3)c1,0.9347659091973984,CNS(=O)(=O)c1cccc(C(=O)Nc2nc3c(s2)CCCCC3)c1,True,True,2.1145290643827863
CNC(=O)CCn1c(C)nc2cc(C(=O)N3CCCCC3)ccc21,0.9345196447699496,CNC(=O)NCCn1c(C)nc2cc(C(=O)N3CCCCCC3)ccc21,True,True,2.1275058809130947
CNC(=O)CCn1c(C)nc2cc(C(=O)N3CCCCC3)ccc21,0.9345196447699496,CNC(=O)NCCn1c(C)nc2cc(C(=O)N3CCCCCC3)ccc21,True,True,2.1275058809130947
CNC(=O)CCn1c(C)nc2cc(C(=O)N3CCCCC3)ccc21,0.9345196447699496,CNC(=O)NCCn1c(C)nc2cc(C(=O)N3CCCCCC3)ccc21,True,True,2.1275058809130947
COc1ccc(Br)cc1C(=O)NCc1cccc(C)n1,0.9341642060711224,COc1ccc(Br)cc1NC(=O)NCc1cccc(C)n1,True,True,1.8815182679189082
CO[C@@]1(C)C[C@@H](NC(=O)c2cnc3c(C)cccn3c2=O)C1(C)C,0.9338382730104124,CO[C@@]1(C)C[C@H](OC(=O)c2cnc3c(C)cccn3c2=O)C1(C)C,True,True,3.636583417033811
C[C@@H](c1nc(-c2cccs2)no1)[C@H]1CCC[C@@H](O)C1,0.9338007931388392,C[C@H]1CC[NH+]([C@@H](C)c2nc(-c3cccs3)no2)C[C@@H]1O,True,True,3.678672428020577
Cc1ccc(C(=O)N[C@@H]2CCCC[C@H]2C)cc1S(C)(=O)=O,0.9334698714287144,Cc1ccc(C(=O)N[C@H]2CCCC[C@H]2C)cc1S(N)(=O)=O,True,True,2.687679527776803
Cc1ccc(C(=O)N[C@@H]2CCCC[C@H]2C)cc1S(C)(=O)=O,0.9334698714287144,Cc1ccc(C(=O)N[C@H]2CCCC[C@H]2C)cc1S(N)(=O)=O,True,True,2.687679527776803
Cc1ccc(C(=O)N[C@@H]2CCCC[C@H]2C)cc1S(C)(=O)=O,0.9334698714287144,Cc1ccc(C(=O)N[C@H]2CCCC[C@H]2C)cc1S(N)(=O)=O,True,True,2.687679527776803
CCN1C(=O)[C@@H](CC(=O)Nc2ccc(F)c(F)c2)c2ccccc21,0.933408648810494,CCc1nn2c(c1-c1ccccc1)NC(=O)[C@@H]2CC(=O)Nc1ccc(F)c(F)c1,True,True,2.620314979386988
CCN1C(=O)[C@@H](CC(=O)Nc2ccc(F)c(F)c2)c2ccccc21,0.933408648810494,CCc1nn2c(c1-c1ccccc1)NC(=O)[C@@H]2CC(=O)Nc1ccc(F)c(F)c1,True,True,2.620314979386988
CC(=O)Nc1nc(C2CCN(C(=O)C3CCC3)CC2)cs1,0.933404109247608,CC(=O)Nc1nc(C2CCN(C(=O)C3CCC3)CC2)cs1,True,True,2.2913161106538134
