smiles,score_QED,source_smiles
O=C(CCc1ccc(F)cc1)N1CCC(Oc2ccccc2)CC1,0.8351831952126021,O=C(CCc1ccc(F)cc1)N1CCC(OCc2ccccc2)CC1
CCN(C(=O)c1cc(C(C)C)nn1C)[C@H]1CCS(=O)(=O)C1,0.8369113289925372,COCCN(C(=O)c1cc(C(C)C)nn1C)[C@H]1CCS(=O)(=O)C1
CCN(C(=O)c1cc(C(C)C)nn1C)[C@H]1CCS(=O)(=O)C1,0.8369113289925372,COCCN(C(=O)c1cc(C(C)C)nn1C)[C@H]1CCS(=O)(=O)C1
CCCN(C(=O)c1cc(C(C)C)nn1C)[C@@H]1CCS(=O)(=O)C1,0.8229923547356469,COCCN(C(=O)c1cc(C(C)C)nn1C)[C@H]1CCS(=O)(=O)C1
O=C([C@@H]1CCC[C@H]1O)N1CCC[C@H]1Cc1ccccc1,0.918296828697293,C[C@H]1[NH2+]CC[C@@H]1C(=O)N1CCC[C@@H]1Cc1ccccc1
N[C@@H]1CCC[C@@H]1C(=O)N1CCC[C@@H]1Cc1ccccc1,0.9177925234294126,C[C@H]1[NH2+]CC[C@@H]1C(=O)N1CCC[C@@H]1Cc1ccccc1
N[C@@H]1CCC[C@@H]1C(=O)N1CCC[C@@H]1Cc1ccccc1,0.9177925234294126,C[C@H]1[NH2+]CC[C@@H]1C(=O)N1CCC[C@@H]1Cc1ccccc1
Nc1c(Nc2ccccc2)ncnc1N1CCCCCC1,0.9052321768228209,Nc1c(Nc2ccccc2)ncnc1N1CCCCCC1
Nc1c(Nc2ccccc2)ncnc1N1CCCCCC1,0.9052321768228209,Nc1c(Nc2ccccc2)ncnc1N1CCCCCC1
Nc1c(Nc2ccccc2)ncnc1N1CCCCCC1,0.9052321768228209,Nc1c(Nc2ccccc2)ncnc1N1CCCCCC1
O=C(NCc1ccc(C(=O)N2CCC2)cc1)c1c(F)cccc1Cl,0.9234412472739651,O=C1CN(C(=O)c2ccc(CNC(=O)c3c(F)cccc3Cl)cc2)CCN1
O=C(NCc1ccc(C(=O)N2CCOCC2)cc1)c1c(F)cccc1Cl,0.8922240316532154,O=C1CN(C(=O)c2ccc(CNC(=O)c3c(F)cccc3Cl)cc2)CCN1
O=C(NCc1ccc(C(=O)N2CCOCC2)cc1)c1c(F)cccc1Cl,0.8922240316532154,O=C1CN(C(=O)c2ccc(CNC(=O)c3c(F)cccc3Cl)cc2)CCN1
COc1ccccc1-c1ccc(CN2CC[C@H]3CC[C@@H](C2)N3C)cc1,0.838229971307221,COc1ccccc1-c1ccc(C[NH+]2CC[C@@H]3CC[C@H](C2)N3C)cc1
COc1ccccc1-c1ccc(CCN2C[C@H]3CC[C@@H](C2)N3C)cc1,0.828221786848935,COc1ccccc1-c1ccc(C[NH+]2CC[C@@H]3CC[C@H](C2)N3C)cc1
COc1ccccc1-c1ccc(CCN2CC[C@H]3CC[C@@H](C2)N3C)cc1,0.808249820859068,COc1ccccc1-c1ccc(C[NH+]2CC[C@@H]3CC[C@H](C2)N3C)cc1
COC[C@@H]1CCCCN1C(=O)Nc1ccc2c(c1)OC(C)(C)O2,0.928705299996306,CC1(C)Oc2ccc(NC(=O)N3CCCC[C@@H]3CO)cc2O1
COC[C@@H]1CCCCN1C(=O)Nc1ccc2c(c1)OC(C)(C)O2,0.928705299996306,CC1(C)Oc2ccc(NC(=O)N3CCCC[C@@H]3CO)cc2O1
COC[C@@H]1CCCCN1C(=O)Nc1ccc2c(c1)OC(C)(C)O2,0.928705299996306,CC1(C)Oc2ccc(NC(=O)N3CCCC[C@@H]3CO)cc2O1
Cc1nn(CC(C)C)c(Cl)c1C(=O)Nc1cccnc1,0.9414951484880972,Cc1nn(CC(C)C)c(Cl)c1/C=C/C(=O)Nc1cccnc1
Cc1nn(CC(C)C)c(Cl)c1C(=O)Nc1cccnc1,0.9414951484880972,Cc1nn(CC(C)C)c(Cl)c1/C=C/C(=O)Nc1cccnc1
Cc1nn(CC(C)C)c(Cl)c1C(=O)Nc1cccnc1,0.9414951484880972,Cc1nn(CC(C)C)c(Cl)c1/C=C/C(=O)Nc1cccnc1
Cc1ccc2oc(C(=O)N[C@@H]3C=C[C@H](C(=O)O)C3)cc2c1,0.8491117548375825,Cc1ccc2oc(C(=O)N[C@@H]3C=C[C@H](C(=O)[O-])C3)cc2c1
Cc1ccc2oc(C(=O)N[C@@H]3C=C[C@H](C(=O)O)C3)cc2c1,0.8491117548375825,Cc1ccc2oc(C(=O)N[C@@H]3C=C[C@H](C(=O)[O-])C3)cc2c1
Cc1ccc2oc(C(=O)N[C@@H]3C=C[C@H](C(=O)O)C3)cc2c1,0.8491117548375825,Cc1ccc2oc(C(=O)N[C@@H]3C=C[C@H](C(=O)[O-])C3)cc2c1
COc1ccc([C@@H](C)NC(=O)CSc2nnnn2C)cc1,0.8072988559112655,CC[C@H](NC(=O)CSc1nnnn1C)c1ccc(OC)cc1
COc1ccc([C@H](C)NC(=O)CSc2nnnn2C)cc1,0.8072988559112655,CC[C@H](NC(=O)CSc1nnnn1C)c1ccc(OC)cc1
COc1ccc([C@H](C)NC(=O)CSc2nnnn2C)cc1,0.8072988559112655,CC[C@H](NC(=O)CSc1nnnn1C)c1ccc(OC)cc1
CC(C)CN1CCC(N[C@@H](C)Cc2ccc(Cl)cc2)CC1,0.8548565148979549,C[C@H](Cc1ccc(Cl)cc1)[NH2+]C1CCN(CC[NH+](C)C)CC1
CC(C)CN1CCC(N[C@@H](C)Cc2ccc(Cl)cc2)CC1,0.8548565148979549,C[C@H](Cc1ccc(Cl)cc1)[NH2+]C1CCN(CC[NH+](C)C)CC1
CC(C)CN1CCC(N[C@@H](C)Cc2ccc(Cl)cc2)CC1,0.8548565148979549,C[C@H](Cc1ccc(Cl)cc1)[NH2+]C1CCN(CC[NH+](C)C)CC1
CC[C@@H]1CCC[C@H]1CCS(=O)(=O)c1ccc(F)cc1F,0.7716602281071739,CC[NH2+][C@H]1CCC[C@@H]1CCS(=O)(=O)c1ccc(F)cc1F
CC[C@@H]1CCC[C@H]1CCS(=O)(=O)c1ccc(F)cc1F,0.7716602281071739,CC[NH2+][C@H]1CCC[C@@H]1CCS(=O)(=O)c1ccc(F)cc1F
CC[C@@H]1CCC[C@H]1CCS(=O)(=O)c1ccc(F)cc1F,0.7716602281071739,CC[NH2+][C@H]1CCC[C@@H]1CCS(=O)(=O)c1ccc(F)cc1F
COc1cc(=O)n(-c2ccccc2F)nc1O[C@@H]1C[C@H](C)CC[C@@H]1C,0.8489831154263601,CCOC(=O)c1nn(-c2ccccc2C)c(=O)cc1OS(=O)(=O)c1c(C)cc(C)cc1C
CCOC(=O)c1nn(-c2ccccc2C)c(=O)c(C(=O)OCC)c1C,0.7728941853956446,CCOC(=O)c1nn(-c2ccccc2C)c(=O)cc1OS(=O)(=O)c1c(C)cc(C)cc1C
CCOC(=O)c1c(C)c(C(=O)OC(C)(C)C)nn(-c2ccccc2C)c1=O,0.7669482117324647,CCOC(=O)c1nn(-c2ccccc2C)c(=O)cc1OS(=O)(=O)c1c(C)cc(C)cc1C
O=C1CC[C@@]2(CCCN(C(=O)C3(c4ccccc4)CC3)C2)CN1,0.9102791545438602,CN1CCN(C(=O)C2(c3ccccc3)CC2)C[C@]12CCNC(=O)CC2
O=C1C[C@]2(CCCN(C(=O)C3(c4ccccc4)CC3)C2)CN1,0.9056124543774395,CN1CCN(C(=O)C2(c3ccccc3)CC2)C[C@]12CCNC(=O)CC2
CN1C(=O)CC[C@@]12CCN(C(=O)C1(c3ccccc3)CC1)C2,0.8370207257620775,CN1CCN(C(=O)C2(c3ccccc3)CC2)C[C@]12CCNC(=O)CC2
C[C@@H]1CC[C@H](C)[C@H]1NCCc1nnc(-c2ccccc2)o1,0.9154417054083777,C[C@@H]1Cc2ccccc2[C@H]1NCCc1nnc(-c2ccccc2)o1
C[C@@H]1CC[C@H](C)[C@H]1NCCc1nnc(-c2ccccc2)o1,0.9154417054083777,C[C@@H]1Cc2ccccc2[C@H]1NCCc1nnc(-c2ccccc2)o1
C[C@@H]1CC[C@H](C)[C@H]1NCCc1nnc(-c2ccccc2)o1,0.9154417054083777,C[C@@H]1Cc2ccccc2[C@H]1NCCc1nnc(-c2ccccc2)o1
CC1CCN(C(=O)[C@@H]2CCCN2C(=O)CC2CCCC2)CC1,0.8042418667373855,CN1CCN(C(=O)[C@H]2CCCN2C(=O)CC2CCC2)CC1
CC1CCN(C(=O)[C@@H]2CCCN2C(=O)CC2CCCC2)CC1,0.8042418667373855,CN1CCN(C(=O)[C@H]2CCCN2C(=O)CC2CCC2)CC1
CC1CCN(C(=O)[C@H]2CCCN2C(=O)CC2CCCC2)CC1,0.8042418667373855,CN1CCN(C(=O)[C@H]2CCCN2C(=O)CC2CCC2)CC1
COC(CN(C)c1c[nH]c(C)c(C#N)c1=O)OC,0.7756450758381862,COC(CN(C)c1c[nH]c(=O)[nH]c1=O)OC
COC(CN(C)c1c[nH]cc(C)c1=O)OC,0.7522889028707813,COC(CN(C)c1c[nH]c(=O)[nH]c1=O)OC
COC(CN(C)c1cc(C)[nH]c(=O)c1N)OC,0.7256270584443177,COC(CN(C)c1c[nH]c(=O)[nH]c1=O)OC
COc1ccc(CCNC(=O)N2CCC(c3nncn3C)CC2)cc1,0.9006480608481033,COc1ccc(CCNC(=O)N2CCC[C@@H](c3nncn3C)C2)cc1
COc1ccc(CCNC(=O)N2CCC(c3nncn3C)CC2)cc1,0.9006480608481033,COc1ccc(CCNC(=O)N2CCC[C@@H](c3nncn3C)C2)cc1
COc1ccc(CCNC(=O)N2CCC(c3nncn3C)CC2)cc1,0.9006480608481033,COc1ccc(CCNC(=O)N2CCC[C@@H](c3nncn3C)C2)cc1
CCc1cc(NCc2nncn2-c2ccccc2)ccc1C,0.7785036132609342,CCc1cc(NCc2nncn2-c2ccccc2)c2ccccc2[nH+]1
CCc1ccc(NCc2nncn2-c2ccccc2)cc1CC,0.7481471603236689,CCc1cc(NCc2nncn2-c2ccccc2)c2ccccc2[nH+]1
CCNc1ccccc1NCc1nncn1-c1ccccc1,0.731863157801529,CCc1cc(NCc2nncn2-c2ccccc2)c2ccccc2[nH+]1
CCCn1ccc2cc(NC(=O)c3cc(N(C)C)ncc3C)ccc21,0.7638347764519596,CCCn1ccc2cc(NC(=O)c3cc([N+](=O)[O-])ccc3N(C)C)ccc21
CCn1ccc2cc(NC(=O)c3cc(Cl)ccc3N(C)C)ccc21,0.7506404812623579,CCCn1ccc2cc(NC(=O)c3cc([N+](=O)[O-])ccc3N(C)C)ccc21
CCCn1ccc2cc(NC(=O)c3cc(F)ccc3N(C)C)ccc21,0.7425262998680473,CCCn1ccc2cc(NC(=O)c3cc([N+](=O)[O-])ccc3N(C)C)ccc21
O=C(NCCC1CCCCC1)NCc1ccc(-n2ccnc2)nc1,0.8564003009511353,O=C(NCCC[NH+]1CCCCC1)NCc1ccc(-n2ccnc2)nc1
O=C(NCCC1CCCCC1)NCc1ccc(-n2ccnc2)nc1,0.8564003009511353,O=C(NCCC[NH+]1CCCCC1)NCc1ccc(-n2ccnc2)nc1
O=C(NCCC1CCCCC1)NCc1ccc(-n2ccnc2)nc1,0.8564003009511353,O=C(NCCC[NH+]1CCCCC1)NCc1ccc(-n2ccnc2)nc1
COc1cccc(CNC(=O)Nc2cccc(Cl)c2OC)c1,0.8831746492220691,CCOc1c(Cl)cccc1NC(=O)C(=O)NCc1cccc(OC)c1
COc1cccc(CNC(=O)C(=O)Nc2cccc(Cl)c2OC)c1,0.8142573445289856,CCOc1c(Cl)cccc1NC(=O)C(=O)NCc1cccc(OC)c1
COc1cccc(CNC(=O)C(=O)Nc2cccc(Cl)c2OC)c1,0.8142573445289856,CCOc1c(Cl)cccc1NC(=O)C(=O)NCc1cccc(OC)c1
CCc1cccc(CC)c1NC(=O)CSc1nc2nc(C)cc(C)n2n1,0.6723133906189046,CCc1cccc(CC)c1NC(=O)CSc1nnc2nc(C)cc(C)n12
CCc1cccc(CC)c1NC(=O)CSc1nc2nc(C)cc(C)n2n1,0.6723133906189046,CCc1cccc(CC)c1NC(=O)CSc1nnc2nc(C)cc(C)n12
CCc1cccc(CC)c1NC(=O)CSc1nnc2c(C)cc(C)nn12,0.6723133906189046,CCc1cccc(CC)c1NC(=O)CSc1nnc2nc(C)cc(C)n12
CCc1nn(C)c(OC)c1CNS(=O)(=O)C(C)(C)C,0.8839757921719328,CCc1nn(C)c(OC)c1CNS(=O)(=O)N(C)CC
CCc1nn(C)c(OC)c1CNS(=O)(=O)N(C)C(C)C,0.8028974498086543,CCc1nn(C)c(OC)c1CNS(=O)(=O)N(C)CC
CCc1nn(C)c(OC)c1CNS(=O)(=O)N(C)CC,0.7821980824133432,CCc1nn(C)c(OC)c1CNS(=O)(=O)N(C)CC
C[C@@H](CS(C)(=O)=O)C(=O)N(C)Cc1nc2ccccc2s1,0.8419041110808886,C[C@H](C(=O)N(C)Cc1nc2ccccc2s1)[NH+](C)CCS(C)(=O)=O
C[C@@H](CCS(C)(=O)=O)C(=O)N(C)Cc1nc2ccccc2s1,0.8092518193121396,C[C@H](C(=O)N(C)Cc1nc2ccccc2s1)[NH+](C)CCS(C)(=O)=O
C[C@H](CCS(C)(=O)=O)C(=O)N(C)Cc1nc2ccccc2s1,0.8092518193121396,C[C@H](C(=O)N(C)Cc1nc2ccccc2s1)[NH+](C)CCS(C)(=O)=O
CC(C)C(=O)Nc1ccc(I)cc1C(F)(F)F,0.7995781255783567,CC(C)(C)C(=O)Nc1ccc(I)cc1C(F)(F)F
CC(C)C(=O)Nc1ccc(I)cc1C(F)(F)F,0.7995781255783567,CC(C)(C)C(=O)Nc1ccc(I)cc1C(F)(F)F
CC(C)C(=O)Nc1ccc(I)cc1C(F)(F)F,0.7995781255783567,CC(C)(C)C(=O)Nc1ccc(I)cc1C(F)(F)F
Cn1nc(C(F)(F)F)c(-c2ccccc2C2CC2)c1N,0.9142048586656719,CC(C)c1[nH+]c(-c2ccccc2C2CC2)c(N)n1N
CC(C)n1nc(C(N)=O)c(-c2ccccc2C2CC2)c1N,0.9044833956082521,CC(C)c1[nH+]c(-c2ccccc2C2CC2)c(N)n1N
COc1nn(C)c(N)c1-c1ccccc1C1CC1,0.9009483258161093,CC(C)c1[nH+]c(-c2ccccc2C2CC2)c(N)n1N
C[C@@H]1Cc2ccccc2N(C(=O)NCC(=O)NC2CCCC2)C1,0.8998466527558844,C[C@H]1Cc2ccccc2N(C(=O)NC2CC2)C1
C[C@H]1Cc2ccccc2N(C(=O)NCC(=O)NC2CCCC2)C1,0.8998466527558844,C[C@H]1Cc2ccccc2N(C(=O)NC2CC2)C1
C[C@@H]1Cc2ccccc2N(C(=O)NCC(=O)NC2CC2)C1,0.8881513034454136,C[C@H]1Cc2ccccc2N(C(=O)NC2CC2)C1
C[C@@H]1C[C@@H]1c1ccc(CN2CCN(S(=O)(=O)c3cn(C)cn3)CC2)o1,0.8065723045522933,Cc1nc(S(=O)(=O)N2CCN(Cc3ccc([C@H]4C[C@@H]4C)o3)CC2)cn1C
C[C@@H]1C[C@H]1c1ccc(CN2CCN(S(=O)(=O)c3cn(C)cn3)CC2)o1,0.8065723045522933,Cc1nc(S(=O)(=O)N2CCN(Cc3ccc([C@H]4C[C@@H]4C)o3)CC2)cn1C
Cc1nc(S(=O)(=O)N2CCN(Cc3ccc([C@@H]4C[C@H]4C)o3)CC2)cn1C,0.7952391980800926,Cc1nc(S(=O)(=O)N2CCN(Cc3ccc([C@H]4C[C@@H]4C)o3)CC2)cn1C
C[C@@H](O)c1ccn(CCS(C)(=O)=O)c1,0.8024966434597495,C[NH2+][C@H](C)c1ccn(CCS(C)(=O)=O)c1
C[C@@H](O)c1ccn(CCS(C)(=O)=O)c1,0.8024966434597495,C[NH2+][C@H](C)c1ccn(CCS(C)(=O)=O)c1
C[C@@H](N)c1ccn(CCS(C)(=O)=O)c1,0.7991221852989,C[NH2+][C@H](C)c1ccn(CCS(C)(=O)=O)c1
Cc1ocnc1CS[C@@H](C)C(=O)NCc1ccc(F)cc1,0.8908650477090472,CC(C)c1ocnc1CS[C@H](C)C(=O)NCc1ccc(F)cc1
CC(C)c1ocnc1CS[C@@H](C)C(=O)Nc1ccc(F)cc1,0.8658568445381535,CC(C)c1ocnc1CS[C@H](C)C(=O)NCc1ccc(F)cc1
CC(C)c1ocnc1CS[C@@H](C)C(=O)Nc1ccc(F)cc1,0.8658568445381535,CC(C)c1ocnc1CS[C@H](C)C(=O)NCc1ccc(F)cc1
CO[C@@H]1CCN(C(=O)c2cc3sccc3[nH]2)C[C@H]1C,0.9177500849090202,CO[C@H]1CN(C(=O)c2cc3sccc3[nH]2)CC[C@H]1[NH3+]
CO[C@@H]1CCN(C(=O)c2cc3sccc3[nH]2)C[C@H]1C,0.9177500849090202,CO[C@H]1CN(C(=O)c2cc3sccc3[nH]2)CC[C@H]1[NH3+]
CO[C@@H]1CCN(C(=O)c2cc3sccc3[nH]2)C[C@H]1C,0.9177500849090202,CO[C@H]1CN(C(=O)c2cc3sccc3[nH]2)CC[C@H]1[NH3+]
NCC1(Cc2nc([C@@H]3CSCCO3)no2)CCCCC1,0.9190926843197873,[NH3+]CC1(Cc2nc([C@@H]3CSCCO3)no2)CCCCC1
CNCC1(Cc2nc([C@@H]3CSCCO3)no2)CCCCC1,0.9017023352917395,[NH3+]CC1(Cc2nc([C@@H]3CSCCO3)no2)CCCCC1
CCC1(Cc2nc([C@@H]3CSCCO3)no2)CCCCC1,0.8459868230892614,[NH3+]CC1(Cc2nc([C@@H]3CSCCO3)no2)CCCCC1
COc1ccc(C(=O)N(C)Cc2ccc(C)o2)c(O)c1,0.9311315099888687,COc1ccc(C(=O)N(C)Cc2ccc(C)o2)c(Br)c1
COc1ccc(C(=O)N(C)Cc2ccc(C)o2)c(Cl)c1,0.8659757652960358,COc1ccc(C(=O)N(C)Cc2ccc(C)o2)c(Br)c1
COc1ccc(C(=O)N(C)Cc2ccc(C)o2)c(Cl)c1,0.8659757652960358,COc1ccc(C(=O)N(C)Cc2ccc(C)o2)c(Br)c1
C[C@H](Cc1cccs1)NC(=O)Nc1c(F)cccc1F,0.8854653083566542,C[C@@H](Cc1cccs1)NC(=O)Nc1c(F)cccc1Br
C[C@@H](Cc1cccs1)NC(=O)Nc1c(F)cccc1Br,0.8366495003379241,C[C@@H](Cc1cccs1)NC(=O)Nc1c(F)cccc1Br
C[C@H](Cc1cccs1)NC(=O)Nc1c(F)cccc1Br,0.8366495003379241,C[C@@H](Cc1cccs1)NC(=O)Nc1c(F)cccc1Br
Cc1cc(C(=O)NCC[C@H]2Cc3ccccc3O2)cc(C)n1,0.9436024066948044,Cc1cc(C(=O)NCC[NH+]2Cc3ccccc3O[C@@H](c3ccccc3)C2)nc(C)n1
Cc1ncc(C(=O)NCC[C@H]2Cc3ccccc3O2)c(C)n1,0.9395398180841344,Cc1cc(C(=O)NCC[NH+]2Cc3ccccc3O[C@@H](c3ccccc3)C2)nc(C)n1
Cc1cc(C(=O)NCCC(=O)N2C[C@H](C)Oc3ccccc32)nc(C)n1,0.908064336698984,Cc1cc(C(=O)NCC[NH+]2Cc3ccccc3O[C@@H](c3ccccc3)C2)nc(C)n1
Cc1cccc(OC[C@H](O)[C@H]2CCOC3(CCCC3)C2)c1,0.9224667843447745,O[C@@H](COc1ccccc1)[C@H]1CCOC2(CCCC2)C1
Cc1cc(C)cc(OC[C@@H](O)[C@H]2CCOC3(CCCC3)C2)c1,0.9197040708902404,O[C@@H](COc1ccccc1)[C@H]1CCOC2(CCCC2)C1
